OTU,Phylum
OTU_1374,Spirochaetota
OTU_1375,Spirochaetota
OTU_1376,Bacillota
OTU_1378,Bacteroidota
OTU_1379,Elusimicrobiota
OTU_1383,Bacteroidota
OTU_1384,Spirochaetota
OTU_1385,Bacillota
OTU_1386,Bacillota
OTU_1387,Actinomycetota
OTU_1388,Spirochaetota
OTU_1389,Bacillota
OTU_1390,Bacillota
OTU_1392,Bacteroidota
OTU_1394,Bacteroidota
OTU_1395,Elusimicrobiota
OTU_1397,Fusobacteriota
OTU_1398,Elusimicrobiota
OTU_1399,Spirochaetota
OTU_1400,Bacteroidota
OTU_1401,Pseudomonadota
OTU_1402,Spirochaetota
OTU_1403,Spirochaetota
OTU_1404,Spirochaetota
OTU_1405,Elusimicrobiota
OTU_1407,Spirochaetota
OTU_1408,Elusimicrobiota
OTU_1409,Spirochaetota
OTU_1410,Spirochaetota
OTU_1411,Spirochaetota
OTU_1412,Bacillota
OTU_1413,Bacillota
OTU_1414,Bacillota
OTU_1415,Bacillota
OTU_1416,Bacillota
OTU_1417,Bacillota
OTU_1418,Bacillota
OTU_1419,Bacillota
OTU_1421,Bacillota
OTU_1424,Bacillota
OTU_1425,Bacillota
OTU_1426,Bacillota
OTU_1427,Bacillota
OTU_1428,Bacillota
OTU_1431,Bacillota
OTU_1432,Bacillota
OTU_1433,Elusimicrobiota
OTU_1435,Bacillota
OTU_1436,Bacillota
OTU_1437,Bacillota
OTU_1439,Bacteroidota
OTU_1441,Pseudomonadota
OTU_1442,Acidobacteriota
OTU_1443,Pseudomonadota
OTU_1444,Verrucomicrobiota
OTU_1445,Bacillota
OTU_1447,Elusimicrobiota
OTU_1448,Bacillota
OTU_1449,Bacteroidota
OTU_1450,Elusimicrobiota
OTU_1451,Bacteroidota
OTU_1452,Spirochaetota
OTU_1453,Spirochaetota
OTU_1456,Elusimicrobiota
OTU_1457,Spirochaetota
OTU_1458,Bacillota
OTU_1460,Bacteroidota
OTU_1461,Elusimicrobiota
OTU_1462,Bacillota
OTU_1463,Actinomycetota
OTU_1464,Bacillota
OTU_1465,Elusimicrobiota
OTU_1466,Spirochaetota
OTU_1468,Bacillota
OTU_1469,Bacillota
OTU_1471,Bacillota
OTU_1472,Bacteroidota
OTU_1473,Spirochaetota
OTU_1475,Bacillota
OTU_1476,Bacillota
OTU_1477,Spirochaetota
OTU_1478,Spirochaetota
OTU_1481,Bacillota
OTU_1483,Bacillota
OTU_1484,Bacillota
OTU_1485,Bacillota
OTU_1486,Thermotogota
OTU_1487,Bacteroidota
OTU_1489,Pseudomonadota
OTU_1491,Spirochaetota
OTU_1494,Pseudomonadota
OTU_1495,Spirochaetota
OTU_1496,Bacillota
OTU_1497,Spirochaetota
OTU_1498,Elusimicrobiota
OTU_1499,Spirochaetota
OTU_1500,Bacillota
OTU_1501,Spirochaetota
OTU_1502,Spirochaetota
OTU_1503,Spirochaetota
OTU_1505,Spirochaetota
OTU_1507,Pseudomonadota
OTU_1508,Bacillota
OTU_1509,Bacillota
OTU_1510,Bacillota
OTU_1512,Bacillota
OTU_1513,Bacillota
OTU_1515,Pseudomonadota
OTU_1516,Pseudomonadota
OTU_1517,Bacillota
OTU_1518,Bacteroidota
OTU_1520,Bacillota
OTU_1521,Bacillota
OTU_1522,Bacillota
OTU_1524,Bacillota
OTU_1525,Pseudomonadota
OTU_1527,Bacillota
OTU_1528,Elusimicrobiota
OTU_1529,Bacillota
OTU_1530,Bacillota
OTU_1531,Bacillota
OTU_1532,Bacillota
OTU_1534,Bacteroidota
OTU_1535,Bacillota
OTU_1536,Bacillota
OTU_1537,Verrucomicrobiota
OTU_1538,Bacillota
OTU_1540,Pseudomonadota
OTU_1541,Pseudomonadota
OTU_1542,Bacillota
OTU_1544,Bacillota
OTU_1545,Pseudomonadota
OTU_1547,Spirochaetota
OTU_1548,Cyanobacteriota
OTU_1549,Chlamydiota
OTU_1550,Bacteroidota
OTU_1551,Bacteroidota
OTU_1552,Bacteroidota
OTU_1553,Bacillota
OTU_1555,Spirochaetota
OTU_1556,Verrucomicrobiota
OTU_1558,Elusimicrobiota
OTU_1559,Bacillota
OTU_1560,Spirochaetota
OTU_1562,Elusimicrobiota
OTU_1563,Planctomycetota
OTU_1564,Bacillota
OTU_1565,Actinomycetota
OTU_1566,Bacteroidota
OTU_1567,Spirochaetota
OTU_1569,Bacteroidota
OTU_1572,Bacteroidota
OTU_1573,Spirochaetota
OTU_1574,Actinomycetota
OTU_1575,Elusimicrobiota
OTU_1576,Bacteroidota
OTU_1577,Actinomycetota
OTU_1579,Bacillota
OTU_1580,Bacillota
OTU_1583,Spirochaetota
OTU_1584,Bacillota
OTU_1585,Spirochaetota
OTU_1586,Bacillota
OTU_1587,Spirochaetota
OTU_1588,Actinomycetota
OTU_1590,Elusimicrobiota
OTU_1593,Bacteroidota
OTU_1594,Bacteroidota
OTU_1595,Bacillota
OTU_1596,Actinomycetota
OTU_1600,Elusimicrobiota
OTU_1601,Spirochaetota
OTU_1602,Bacteroidota
OTU_1603,Bacteroidota
OTU_1604,Bacteroidota
OTU_1606,Pseudomonadota
OTU_1609,Spirochaetota
OTU_1610,Elusimicrobiota
OTU_1611,Bacteroidota
OTU_1612,Verrucomicrobiota
OTU_1613,Pseudomonadota
OTU_1616,Bacillota
OTU_1617,Spirochaetota
OTU_1618,Bacteroidota
OTU_1619,Spirochaetota
OTU_1620,Spirochaetota
OTU_1623,Spirochaetota
OTU_1624,Spirochaetota
OTU_1625,Pseudomonadota
OTU_1626,Pseudomonadota
OTU_1628,Spirochaetota
OTU_1631,Elusimicrobiota
OTU_1632,Synergistota
OTU_1633,Spirochaetota
OTU_1634,Spirochaetota
OTU_1635,Spirochaetota
OTU_1636,Pseudomonadota
OTU_1637,Spirochaetota
OTU_1638,Elusimicrobiota
OTU_1639,Elusimicrobiota
OTU_1640,Bacillota
OTU_1642,Bacillota
OTU_1644,Bacillota
OTU_1646,Bacillota
OTU_1647,Bacillota
OTU_1648,Bacillota
OTU_1649,Bacillota
OTU_1650,Pseudomonadota
OTU_1651,Elusimicrobiota
OTU_1652,Bacillota
OTU_1653,Elusimicrobiota
OTU_1655,Bacillota
OTU_1656,Bacillota
OTU_1657,Bacillota
OTU_1658,Bacillota
OTU_1659,Bacteroidota
OTU_1661,Bacillota
OTU_1662,Candidatus
OTU_1664,Bacillota
OTU_1665,Spirochaetota
OTU_1666,Pseudomonadota
OTU_1668,Bacteroidota
OTU_1669,Bacillota
OTU_1671,Elusimicrobiota
OTU_1672,Bacillota
OTU_1673,Elusimicrobiota
OTU_1674,Elusimicrobiota
OTU_1676,Spirochaetota
OTU_1677,Bacillota
OTU_1678,Bacillota
OTU_1679,Pseudomonadota
OTU_1680,Bacteroidota
OTU_1682,Bacillota
OTU_1683,Spirochaetota
OTU_1684,Bacillota
OTU_1685,Bacillota
OTU_1686,Bacillota
OTU_1687,Pseudomonadota
OTU_1689,Acidobacteriota
OTU_1690,Campylobacterota
OTU_1691,Bacillota
OTU_1692,Pseudomonadota
OTU_1693,Bacteroidota
OTU_1694,Pseudomonadota
OTU_1695,Mycoplasmatota
OTU_1696,Bacteroidota
OTU_1697,Pseudomonadota
OTU_1698,Verrucomicrobiota
OTU_1700,Pseudomonadota
OTU_1701,Cyanobacteriota
OTU_1702,Bacillota
OTU_1703,Pseudomonadota
OTU_1704,Bacteroidota
OTU_1705,Verrucomicrobiota
OTU_1706,Acidobacteriota
OTU_1707,Bacillota
OTU_1708,Pseudomonadota
OTU_1709,Pseudomonadota
OTU_1711,Bacillota
OTU_1713,Bacillota
OTU_1714,Bacillota
OTU_1715,Bacillota
OTU_1716,Bacteroidota
OTU_1717,Verrucomicrobiota
OTU_1718,Pseudomonadota
OTU_1719,Spirochaetota
OTU_1720,Bacillota
OTU_1722,Spirochaetota
OTU_1723,Bacteroidota
OTU_1724,Pseudomonadota
OTU_1725,Spirochaetota
OTU_1727,Elusimicrobiota
OTU_1728,Spirochaetota
OTU_1729,Elusimicrobiota
OTU_1730,Cyanobacteriota
OTU_1731,Elusimicrobiota
OTU_1732,Bacillota
OTU_1733,Bacillota
OTU_1734,Spirochaetota
OTU_1735,Bacillota
OTU_1736,Bacteroidota
OTU_1737,Spirochaetota
OTU_1738,Bacteroidota
OTU_1739,Bacteroidota
OTU_1744,Bacteroidota
OTU_1745,Planctomycetota
OTU_1748,Spirochaetota
OTU_1749,Spirochaetota
OTU_1751,Bacteroidota
OTU_1752,Spirochaetota
OTU_1753,Bacteroidota
OTU_1755,Bacillota
OTU_1756,Spirochaetota
OTU_1757,Bacteroidota
OTU_1758,Bacteroidota
OTU_1759,Spirochaetota
OTU_1760,Spirochaetota
OTU_1761,Spirochaetota
OTU_1762,Spirochaetota
OTU_1763,Bacillota
OTU_1764,Bacillota
OTU_1765,Verrucomicrobiota
OTU_1766,Bacillota
OTU_1767,Actinomycetota
OTU_1768,Spirochaetota
OTU_1770,Bacillota
OTU_1771,Spirochaetota
OTU_1772,Actinomycetota
OTU_1773,Elusimicrobiota
OTU_1775,Bacteroidota
OTU_1776,Pseudomonadota
OTU_1777,Pseudomonadota
OTU_1778,Elusimicrobiota
OTU_1780,Spirochaetota
OTU_1781,Spirochaetota
OTU_1783,Verrucomicrobiota
OTU_1784,Elusimicrobiota
OTU_1785,Pseudomonadota
OTU_1786,Spirochaetota
OTU_1787,Bacillota
OTU_1788,Bacillota
OTU_1789,Bacteroidota
OTU_1790,Bacteroidota
OTU_1792,Spirochaetota
OTU_1794,Bacteroidota
OTU_1795,Spirochaetota
OTU_1796,Bacillota
OTU_1799,Bacteroidota
OTU_1800,Bacteroidota
OTU_1801,Bacteroidota
OTU_1802,Spirochaetota
OTU_1803,Pseudomonadota
OTU_1804,Spirochaetota
OTU_1805,Bacteroidota
OTU_1806,Spirochaetota
OTU_1807,Pseudomonadota
OTU_1809,Bacteroidota
OTU_1810,Spirochaetota
OTU_1811,Bacillota
OTU_1812,Spirochaetota
OTU_1815,Spirochaetota
OTU_1816,Pseudomonadota
OTU_1818,Elusimicrobiota
OTU_1819,Elusimicrobiota
OTU_1821,Bacteroidota
OTU_1824,Spirochaetota
OTU_1825,Spirochaetota
OTU_1827,Elusimicrobiota
OTU_1828,Spirochaetota
OTU_1830,Spirochaetota
OTU_1831,Elusimicrobiota
OTU_1832,Pseudomonadota
OTU_1833,Spirochaetota
OTU_1834,Spirochaetota
OTU_1836,Elusimicrobiota
OTU_1837,Spirochaetota
OTU_1838,Spirochaetota
OTU_1839,Elusimicrobiota
OTU_1840,Spirochaetota
OTU_1841,Spirochaetota
OTU_1842,Spirochaetota
OTU_1843,Elusimicrobiota
OTU_1845,Elusimicrobiota
OTU_1848,Spirochaetota
OTU_1849,Bacteroidota
OTU_1850,Bacillota
OTU_1852,Bacillota
OTU_1853,Bacillota
OTU_1855,Elusimicrobiota
OTU_1856,Elusimicrobiota
OTU_1858,Bacteroidota
OTU_1859,Bacillota
OTU_1860,Elusimicrobiota
OTU_1861,Bacillota
OTU_1866,Bacillota
OTU_1867,Bacillota
OTU_1869,Bacillota
OTU_1870,Bacteroidota
OTU_1871,Spirochaetota
OTU_1873,Bacillota
OTU_1875,Bacillota
OTU_1876,Bacillota
OTU_1877,Elusimicrobiota
OTU_1878,Elusimicrobiota
OTU_1880,Bacillota
OTU_1881,Bacillota
OTU_1882,Bacillota
OTU_1883,Bacillota
OTU_1884,Bacillota
OTU_1885,Bacillota
OTU_1886,Bacillota
OTU_1888,Bacillota
OTU_1890,Bacillota
OTU_1891,Elusimicrobiota
OTU_1892,Bacillota
OTU_1893,Pseudomonadota
OTU_1894,Bacillota
OTU_1895,Elusimicrobiota
OTU_1896,Bacillota
OTU_1898,Bacillota
OTU_1899,Bacillota
OTU_1900,Bacillota
OTU_1901,Bacillota
OTU_1903,Bacillota
OTU_1906,Pseudomonadota
OTU_1907,Bacteroidota
OTU_1908,Bacillota
OTU_1909,Bacteroidota
OTU_1910,Bacillota
OTU_1911,Bacillota
OTU_1912,Bacillota
OTU_1913,Candidatus
OTU_1916,Pseudomonadota
OTU_1917,Elusimicrobiota
OTU_1918,Bacillota
OTU_1920,Bacillota
OTU_1921,Spirochaetota
OTU_1922,Bacillota
OTU_1923,Bacillota
OTU_1924,Bacillota
OTU_1926,Spirochaetota
OTU_1927,Bacillota
OTU_1928,Pseudomonadota
OTU_1929,Bacillota
OTU_1930,Bacillota
OTU_1931,Elusimicrobiota
OTU_1932,Bacteroidota
OTU_1933,Spirochaetota
OTU_1934,Bacillota
OTU_1935,Bacillota
OTU_1936,Pseudomonadota
OTU_1937,Bacillota
OTU_1940,Candidatus
OTU_1941,Elusimicrobiota
OTU_1944,Verrucomicrobiota
OTU_1945,Bacillota
OTU_1946,Bacillota
OTU_1948,Bacillota
OTU_1950,Actinomycetota
OTU_1951,Bacillota
OTU_1953,Bacillota
OTU_1954,Bacteroidota
OTU_1955,Bacillota
OTU_1958,Bacillota
OTU_1959,Spirochaetota
OTU_1961,Spirochaetota
OTU_1963,Bacillota
OTU_1964,Spirochaetota
OTU_1967,Elusimicrobiota
OTU_1968,Bacillota
OTU_1970,Bacillota
OTU_1971,Bacillota
OTU_1972,Bacillota
OTU_1973,Spirochaetota
OTU_1975,Bacillota
OTU_1978,Pseudomonadota
OTU_1980,Elusimicrobiota
OTU_1981,Pseudomonadota
OTU_1982,Bacillota
OTU_1987,Bacillota
OTU_1988,Bacillota
OTU_1989,Bacillota
OTU_1990,Spirochaetota
OTU_1991,Bacillota
OTU_1992,Bacillota
OTU_1994,Bacillota
OTU_1995,Spirochaetota
OTU_1996,Elusimicrobiota
OTU_1998,Spirochaetota
OTU_1999,Bacillota
OTU_2000,Spirochaetota
OTU_2002,Bacteroidota
OTU_2003,Bacillota
OTU_2004,Spirochaetota
OTU_2005,Spirochaetota
OTU_2008,Acidobacteriota
OTU_2010,Pseudomonadota
OTU_2011,Fusobacteriota
OTU_2013,Acidobacteriota
OTU_2014,Bacillota
OTU_2017,Chloroflexota
OTU_2019,Pseudomonadota
OTU_2020,Planctomycetota
OTU_2022,Pseudomonadota
OTU_2024,Pseudomonadota
OTU_2026,Pseudomonadota
OTU_2027,Bacteroidota
OTU_2028,Bacteroidota
OTU_2029,Bacillota
OTU_2031,Actinomycetota
OTU_2032,Bacillota
OTU_2033,Pseudomonadota
OTU_2034,Bacteroidota
OTU_2035,Pseudomonadota
OTU_2036,Acidobacteriota
OTU_2037,Pseudomonadota
OTU_2038,Pseudomonadota
OTU_2039,Acidobacteriota
OTU_2040,Pseudomonadota
OTU_2041,Pseudomonadota
OTU_2042,Verrucomicrobiota
OTU_2043,Bacillota
OTU_2044,Pseudomonadota
OTU_2045,Pseudomonadota
OTU_2046,Pseudomonadota
OTU_2047,Bacillota
OTU_2048,Bacillota
OTU_2049,Actinomycetota
OTU_2050,Actinomycetota
OTU_2052,Spirochaetota
OTU_2053,Bacteroidota
OTU_2054,Pseudomonadota
OTU_2055,Spirochaetota
OTU_2056,Bacillota
OTU_2057,Pseudomonadota
OTU_2058,Bacteroidota
OTU_2059,Spirochaetota
OTU_2060,Bacteroidota
OTU_2061,Bacteroidota
OTU_2062,Actinomycetota
OTU_2063,Bacteroidota
OTU_2064,Pseudomonadota
OTU_2065,Bacteroidota
OTU_2066,Elusimicrobiota
OTU_2068,Spirochaetota
OTU_2070,Actinomycetota
OTU_2071,Bacillota
OTU_2072,Pseudomonadota
OTU_2074,Bacillota
OTU_2075,Spirochaetota
OTU_2077,Bacteroidota
OTU_2078,Spirochaetota
OTU_2080,Spirochaetota
OTU_2081,Bacillota
OTU_2082,Bacteroidota
OTU_2083,Elusimicrobiota
OTU_2084,Spirochaetota
OTU_2087,Spirochaetota
OTU_2090,Bacteroidota
OTU_2091,Bacteroidota
OTU_2092,Pseudomonadota
OTU_2093,Bacteroidota
OTU_2095,Spirochaetota
OTU_2097,Planctomycetota
OTU_2098,Bacillota
OTU_2099,Bacillota
OTU_2100,Bacteroidota
OTU_2103,Bacillota
OTU_2104,Bacillota
OTU_2106,Spirochaetota
OTU_2107,Pseudomonadota
OTU_2108,Bacteroidota
OTU_2109,Spirochaetota
OTU_2111,Bacteroidota
OTU_2112,Spirochaetota
OTU_2113,Actinomycetota
OTU_2114,Spirochaetota
OTU_2117,Bacillota
OTU_2118,Bacillota
OTU_2119,Elusimicrobiota
OTU_2120,Bacillota
OTU_2123,Bacillota
OTU_2124,Elusimicrobiota
OTU_2125,Candidatus
OTU_2127,Bacillota
OTU_2128,Spirochaetota
OTU_2129,Bacteroidota
OTU_2130,Bacillota
OTU_2132,Spirochaetota
OTU_2133,Bacteroidota
OTU_2135,Spirochaetota
OTU_2136,Spirochaetota
OTU_2138,Elusimicrobiota
OTU_2139,Bacillota
OTU_2140,Spirochaetota
OTU_2144,Elusimicrobiota
OTU_2145,Spirochaetota
OTU_2146,Elusimicrobiota
OTU_2147,Bacteroidota
OTU_2148,Bacillota
OTU_2149,Spirochaetota
OTU_2151,Spirochaetota
OTU_2152,Bacillota
OTU_2153,Bacillota
OTU_2154,Spirochaetota
OTU_2155,Bacteroidota
OTU_2157,Bacteroidota
OTU_2158,Bacillota
OTU_2159,Bacillota
OTU_2160,Spirochaetota
OTU_2161,Bacillota
OTU_2164,Bacteroidota
OTU_2166,Bacteroidota
OTU_2167,Spirochaetota
OTU_2170,Bacillota
OTU_2171,Bacteroidota
OTU_2172,Pseudomonadota
OTU_2173,Spirochaetota
OTU_2174,Bacillota
OTU_2175,Acidobacteriota
OTU_2176,Bacillota
OTU_2177,Spirochaetota
OTU_2180,Elusimicrobiota
OTU_2185,Bacteroidota
OTU_2186,Spirochaetota
OTU_2187,Spirochaetota
OTU_2188,Spirochaetota
OTU_2190,Bacteroidota
OTU_2191,Spirochaetota
OTU_2193,Bacillota
OTU_2194,Bacillota
OTU_2195,Bacteroidota
OTU_2196,Bacillota
OTU_2197,Spirochaetota
OTU_2198,Bacillota
OTU_2199,Elusimicrobiota
OTU_2200,Elusimicrobiota
OTU_2204,Pseudomonadota
OTU_2205,Bacillota
OTU_2207,Bacillota
OTU_2209,Bacteroidota
OTU_2210,Elusimicrobiota
OTU_2211,Elusimicrobiota
OTU_2212,Spirochaetota
OTU_2213,Spirochaetota
OTU_2214,Spirochaetota
OTU_2215,Bacteroidota
OTU_2216,Bacillota
OTU_2217,Bacillota
OTU_2218,Elusimicrobiota
OTU_2219,Bacteroidota
OTU_2220,Bacteroidota
OTU_2221,Bacillota
OTU_2224,Actinomycetota
OTU_2225,Spirochaetota
OTU_2226,Acidobacteriota
OTU_2227,Spirochaetota
OTU_2228,Spirochaetota
OTU_2229,Spirochaetota
OTU_2230,Spirochaetota
OTU_2231,Bacillota
OTU_2232,Pseudomonadota
OTU_2234,Bacillota
OTU_2235,Spirochaetota
OTU_2236,Pseudomonadota
OTU_2237,Spirochaetota
OTU_2239,Bacteroidota
OTU_2240,Spirochaetota
OTU_2241,Elusimicrobiota
OTU_2242,Bacillota
OTU_2243,Spirochaetota
OTU_2244,Bacillota
OTU_2246,Bacillota
OTU_2247,Bacillota
OTU_2248,Bacillota
OTU_2249,Bacillota
OTU_2250,Bacillota
OTU_2251,Bacillota
OTU_2254,Bacillota
OTU_2256,Elusimicrobiota
OTU_2259,Spirochaetota
OTU_2260,Bacteroidota
OTU_2261,Elusimicrobiota
OTU_2262,Bacillota
OTU_2264,Campylobacterota
OTU_2266,Spirochaetota
OTU_2268,Elusimicrobiota
OTU_2271,Spirochaetota
OTU_2273,Bacteroidota
OTU_2274,Bacillota
OTU_2275,Spirochaetota
OTU_2277,Elusimicrobiota
OTU_2279,Spirochaetota
OTU_2280,Spirochaetota
OTU_2281,Elusimicrobiota
OTU_2282,Pseudomonadota
OTU_2283,Bacillota
OTU_2284,Elusimicrobiota
OTU_2287,Pseudomonadota
OTU_2289,Elusimicrobiota
OTU_2290,Spirochaetota
OTU_2293,Bacillota
OTU_2295,Spirochaetota
OTU_2298,Pseudomonadota
OTU_2299,Spirochaetota
OTU_2300,Bacillota
OTU_2301,Elusimicrobiota
OTU_2302,Spirochaetota
OTU_2303,Spirochaetota
OTU_2304,Bacteroidota
OTU_2305,Spirochaetota
OTU_2307,Bacillota
OTU_2310,Elusimicrobiota
OTU_2311,Spirochaetota
OTU_2313,Pseudomonadota
OTU_2314,Bacteroidota
OTU_2315,Spirochaetota
OTU_2317,Spirochaetota
OTU_2320,Bacillota
OTU_2321,Elusimicrobiota
OTU_2324,candidate
OTU_2325,Bacillota
OTU_2329,Bacillota
OTU_2331,Spirochaetota
OTU_2333,Spirochaetota
OTU_2334,Elusimicrobiota
OTU_2337,Spirochaetota
OTU_2338,Bacillota
OTU_2340,Bacteroidota
OTU_2344,Elusimicrobiota
OTU_2345,Bacillota
OTU_2346,Elusimicrobiota
OTU_2347,Spirochaetota
OTU_2348,Pseudomonadota
OTU_2349,Actinomycetota
OTU_2353,Bacteroidota
OTU_2358,Spirochaetota
OTU_2362,Spirochaetota
OTU_2363,Spirochaetota
OTU_2364,Bacteroidota
OTU_2365,Bacteroidota
OTU_2366,Spirochaetota
OTU_2367,Spirochaetota
OTU_2369,Bacillota
OTU_2371,Bacteroidota
OTU_2372,Bacillota
OTU_2373,Bacillota
OTU_2376,Spirochaetota
OTU_2379,Elusimicrobiota
OTU_2380,Bacteroidota
OTU_2381,Bacteroidota
OTU_2382,Spirochaetota
OTU_2384,Spirochaetota
OTU_2386,Bacillota
OTU_2388,Bacillota
OTU_2389,Spirochaetota
OTU_2390,Spirochaetota
OTU_2391,Elusimicrobiota
OTU_2392,Actinomycetota
OTU_2393,Spirochaetota
OTU_2394,Elusimicrobiota
OTU_2396,Spirochaetota
OTU_2399,Spirochaetota
OTU_2401,Spirochaetota
OTU_2402,Bacteroidota
OTU_2403,Elusimicrobiota
OTU_2404,Elusimicrobiota
OTU_2405,Spirochaetota
OTU_2406,Spirochaetota
OTU_2407,Spirochaetota
OTU_2410,Bacillota
OTU_2413,Elusimicrobiota
OTU_2415,Spirochaetota
OTU_2416,Spirochaetota
OTU_2417,Spirochaetota
OTU_2419,Spirochaetota
OTU_2420,Spirochaetota
OTU_2422,Spirochaetota
OTU_2423,Planctomycetota
OTU_2424,Elusimicrobiota
OTU_2425,Elusimicrobiota
OTU_2426,Bacillota
OTU_2427,Elusimicrobiota
OTU_2429,Bacteroidota
OTU_2430,Spirochaetota
OTU_2432,Actinomycetota
OTU_2433,Spirochaetota
OTU_2434,Spirochaetota
OTU_2435,Spirochaetota
OTU_2436,Spirochaetota
OTU_2437,Elusimicrobiota
OTU_2438,Bacillota
OTU_2439,Bacillota
OTU_2440,Pseudomonadota
OTU_2441,Elusimicrobiota
OTU_2445,Spirochaetota
OTU_2447,Bacillota
OTU_2450,Spirochaetota
OTU_2451,Spirochaetota
OTU_2452,Spirochaetota
OTU_2453,Elusimicrobiota
OTU_2454,Spirochaetota
OTU_2456,Bacteroidota
OTU_2457,Spirochaetota
OTU_2458,Spirochaetota
OTU_2460,Elusimicrobiota
OTU_2461,Bacteroidota
OTU_2462,Spirochaetota
OTU_2463,Spirochaetota
OTU_2464,Bacteroidota
OTU_2465,Pseudomonadota
OTU_2466,Elusimicrobiota
OTU_2468,Elusimicrobiota
OTU_2469,Bacteroidota
OTU_2470,Spirochaetota
OTU_2471,Bacillota
OTU_2473,Bacteroidota
OTU_2476,Spirochaetota
OTU_2478,Elusimicrobiota
OTU_2479,Spirochaetota
OTU_2480,Spirochaetota
OTU_2483,Elusimicrobiota
OTU_2485,Spirochaetota
OTU_2486,Spirochaetota
OTU_2487,Spirochaetota
OTU_2488,Spirochaetota
OTU_2489,Bacillota
OTU_2490,Spirochaetota
OTU_2491,Spirochaetota
OTU_2492,Spirochaetota
OTU_2493,Spirochaetota
OTU_2494,Spirochaetota
OTU_2495,Spirochaetota
OTU_2497,Bacteroidota
OTU_2498,Bacillota
OTU_2499,Bacteroidota
OTU_2500,Spirochaetota
OTU_2502,Spirochaetota
OTU_2505,Spirochaetota
OTU_2506,Bacillota
OTU_2510,Spirochaetota
OTU_2511,Spirochaetota
OTU_2512,Bacillota
OTU_2514,Bacillota
OTU_2515,Spirochaetota
OTU_2516,Elusimicrobiota
OTU_2518,Spirochaetota
OTU_2519,Bacteroidota
OTU_2521,Spirochaetota
OTU_2523,Spirochaetota
OTU_2525,Spirochaetota
OTU_2526,Spirochaetota
OTU_2528,Spirochaetota
OTU_2529,Elusimicrobiota
OTU_2530,Spirochaetota
OTU_2531,Elusimicrobiota
OTU_2532,Spirochaetota
OTU_2534,Elusimicrobiota
OTU_2535,Spirochaetota
OTU_2536,Elusimicrobiota
OTU_2538,Elusimicrobiota
OTU_2541,Elusimicrobiota
OTU_2542,Spirochaetota
OTU_2545,Elusimicrobiota
OTU_2546,Bacteroidota
OTU_2549,Spirochaetota
OTU_2550,Spirochaetota
OTU_2551,Spirochaetota
OTU_2552,Spirochaetota
OTU_2555,Spirochaetota
OTU_2557,Spirochaetota
OTU_2558,Spirochaetota
OTU_2559,Spirochaetota
OTU_2560,Spirochaetota
OTU_2561,Elusimicrobiota
OTU_2562,Spirochaetota
OTU_2563,Chlamydiota
OTU_2566,Spirochaetota
OTU_2567,Spirochaetota
OTU_2569,Spirochaetota
OTU_2570,Spirochaetota
OTU_2571,Spirochaetota
OTU_2572,Spirochaetota
OTU_2573,Bacteroidota
OTU_2576,Bacteroidota
OTU_2577,Bacteroidota
OTU_2578,Bacillota
OTU_2579,Bacillota
OTU_2580,Spirochaetota
OTU_2583,Spirochaetota
OTU_2584,Bacillota
OTU_2586,Elusimicrobiota
OTU_2587,Elusimicrobiota
OTU_2588,Spirochaetota
OTU_2589,Spirochaetota
OTU_2591,Spirochaetota
OTU_2592,Elusimicrobiota
OTU_2595,Spirochaetota
OTU_2596,Spirochaetota
OTU_2597,Elusimicrobiota
OTU_2599,Spirochaetota
OTU_2600,Spirochaetota
OTU_2601,Spirochaetota
OTU_2602,Bacteroidota
OTU_2603,Bacteroidota
OTU_2604,Bacteroidota
OTU_2606,Spirochaetota
OTU_2607,Elusimicrobiota
OTU_2608,Spirochaetota
OTU_2609,Spirochaetota
OTU_2611,Spirochaetota
OTU_2612,Pseudomonadota
OTU_2614,Bacillota
OTU_2615,Spirochaetota
OTU_2617,Bacteroidota
OTU_2618,Bacillota
OTU_2619,Elusimicrobiota
OTU_2620,Spirochaetota
OTU_2622,Bacteroidota
OTU_2624,Spirochaetota
OTU_2625,Elusimicrobiota
OTU_2626,Bacteroidota
OTU_2627,Spirochaetota
OTU_2628,Spirochaetota
OTU_2629,Actinomycetota
OTU_2630,Bacillota
OTU_2631,Elusimicrobiota
OTU_2632,Spirochaetota
OTU_2636,Bacillota
OTU_2637,Spirochaetota
OTU_2638,Elusimicrobiota
OTU_2640,Elusimicrobiota
OTU_2644,Spirochaetota
OTU_2645,Spirochaetota
OTU_2647,Spirochaetota
OTU_2648,Spirochaetota
OTU_2651,Elusimicrobiota
OTU_2652,Elusimicrobiota
OTU_2653,Spirochaetota
OTU_2654,Elusimicrobiota
OTU_2655,Spirochaetota
OTU_2656,Spirochaetota
OTU_2657,Bacteroidota
OTU_2658,Spirochaetota
OTU_2661,Spirochaetota
OTU_2662,Pseudomonadota
OTU_2663,Spirochaetota
OTU_2665,Elusimicrobiota
OTU_2667,Spirochaetota
OTU_2668,Elusimicrobiota
OTU_2669,Elusimicrobiota
OTU_2670,Actinomycetota
OTU_2671,Bacillota
OTU_2672,Spirochaetota
OTU_2673,Spirochaetota
OTU_2675,Bacillota
OTU_2676,Spirochaetota
OTU_2677,Spirochaetota
OTU_2678,Spirochaetota
OTU_2679,Bacillota
OTU_2680,Bacteroidota
OTU_2681,Spirochaetota
OTU_2683,Actinomycetota
