OTU,Phylum
OTU_30855,Spirochaetota
OTU_30856,Bacillota
OTU_30857,Bacteroidota
OTU_30858,Spirochaetota
OTU_30860,Elusimicrobiota
OTU_30862,Spirochaetota
OTU_30863,Spirochaetota
OTU_30864,Spirochaetota
OTU_30865,Spirochaetota
OTU_30867,Elusimicrobiota
OTU_30869,Elusimicrobiota
OTU_30870,Spirochaetota
OTU_30872,Spirochaetota
OTU_30873,Spirochaetota
OTU_30876,Spirochaetota
OTU_30883,Elusimicrobiota
OTU_30886,Bacillota
OTU_30888,Elusimicrobiota
OTU_30890,Elusimicrobiota
OTU_30891,Elusimicrobiota
OTU_30892,Bacteroidota
OTU_30893,Bacteroidota
OTU_30894,Bacteroidota
OTU_30895,Bacteroidota
OTU_30896,Spirochaetota
OTU_30898,Pseudomonadota
OTU_30900,Bacillota
OTU_30904,Bacillota
OTU_30908,Elusimicrobiota
OTU_30910,Spirochaetota
OTU_30911,Elusimicrobiota
OTU_30912,Elusimicrobiota
OTU_30913,Spirochaetota
OTU_30915,Bacteroidota
OTU_30917,Spirochaetota
OTU_30920,Spirochaetota
OTU_30921,Spirochaetota
OTU_30922,Elusimicrobiota
OTU_30923,Bacillota
OTU_30924,Elusimicrobiota
OTU_30925,Spirochaetota
OTU_30926,Spirochaetota
OTU_30927,Bacteroidota
OTU_30928,Bacillota
OTU_30929,Bacteroidota
OTU_30930,Bacillota
OTU_30931,Bacteroidota
OTU_30932,Bacteroidota
OTU_30933,Elusimicrobiota
OTU_30934,Spirochaetota
OTU_30935,Bacillota
OTU_30937,Spirochaetota
OTU_30938,Spirochaetota
OTU_30939,Spirochaetota
OTU_30940,Bacteroidota
OTU_30941,Spirochaetota
OTU_30944,Bacillota
OTU_30946,Bacillota
OTU_30947,Spirochaetota
OTU_30948,Bacteroidota
OTU_30949,Spirochaetota
OTU_30950,Bacillota
OTU_30951,Bacteroidota
OTU_30952,Elusimicrobiota
OTU_30953,Elusimicrobiota
OTU_30954,Spirochaetota
OTU_30955,Elusimicrobiota
OTU_30956,Bacillota
OTU_30957,Bacteroidota
OTU_30958,Bacillota
OTU_30960,Bacillota
OTU_30961,Candidatus
OTU_30964,Actinomycetota
OTU_30965,Spirochaetota
OTU_30966,Spirochaetota
OTU_30967,Spirochaetota
OTU_30968,Bacillota
OTU_30969,Spirochaetota
OTU_30970,Bacteroidota
OTU_30971,Bacillota
OTU_30972,Spirochaetota
OTU_30973,Pseudomonadota
OTU_30975,Pseudomonadota
OTU_30978,Bacillota
OTU_30979,Bacillota
OTU_30980,Bacillota
OTU_30981,Bacillota
OTU_30982,Spirochaetota
OTU_30983,Elusimicrobiota
OTU_30984,Spirochaetota
OTU_30985,Spirochaetota
OTU_30986,Spirochaetota
OTU_30988,Elusimicrobiota
OTU_30991,Spirochaetota
OTU_30992,Elusimicrobiota
OTU_30993,Spirochaetota
OTU_30994,Spirochaetota
OTU_30995,Elusimicrobiota
OTU_30996,Spirochaetota
OTU_30997,Spirochaetota
OTU_30999,Elusimicrobiota
OTU_31000,Bacillota
OTU_31001,Spirochaetota
OTU_31002,Bacillota
OTU_31003,Bacillota
OTU_31004,Spirochaetota
OTU_31005,Elusimicrobiota
OTU_31007,Spirochaetota
OTU_31008,Bacillota
OTU_31010,Bacillota
OTU_31014,Elusimicrobiota
OTU_31018,Bacteroidota
OTU_31019,Spirochaetota
OTU_31020,Spirochaetota
OTU_31021,Bacillota
OTU_31024,Elusimicrobiota
OTU_31026,Spirochaetota
OTU_31027,Bacteroidota
OTU_31029,Spirochaetota
OTU_31030,Elusimicrobiota
OTU_31031,Bacteroidota
OTU_31032,Bacillota
OTU_31033,Spirochaetota
OTU_31034,Pseudomonadota
OTU_31035,Spirochaetota
OTU_31036,Bacillota
OTU_31037,Spirochaetota
OTU_31039,Elusimicrobiota
OTU_31042,Elusimicrobiota
OTU_31044,Spirochaetota
OTU_31045,Spirochaetota
OTU_31050,Spirochaetota
OTU_31051,Bacillota
OTU_31052,Bacillota
OTU_31053,Bacillota
OTU_31054,Bacteroidota
OTU_31056,Elusimicrobiota
OTU_31057,Bacteroidota
OTU_31058,Elusimicrobiota
OTU_31061,Spirochaetota
OTU_31062,Bacillota
OTU_31064,Bacteroidota
OTU_31067,Spirochaetota
OTU_31068,Spirochaetota
OTU_31069,Bacteroidota
OTU_31070,Spirochaetota
OTU_31071,Elusimicrobiota
OTU_31072,Bacteroidota
OTU_31074,Bacillota
OTU_31075,Elusimicrobiota
OTU_31076,Bacillota
OTU_31078,Elusimicrobiota
OTU_31080,Bacteroidota
OTU_31081,Synergistota
OTU_31083,Spirochaetota
OTU_31085,Planctomycetota
OTU_31086,Bacillota
OTU_31087,Bacillota
OTU_31089,Spirochaetota
OTU_31090,Spirochaetota
OTU_31091,Bacteroidota
OTU_31092,Pseudomonadota
OTU_31097,Elusimicrobiota
OTU_31098,Pseudomonadota
OTU_31099,Spirochaetota
OTU_31100,Bacteroidota
OTU_31101,Bacillota
OTU_31102,Spirochaetota
OTU_31103,Spirochaetota
OTU_31104,Spirochaetota
OTU_31105,Bacillota
OTU_31106,Bacillota
OTU_31107,Bacteroidota
OTU_31108,Bacteroidota
OTU_31111,Elusimicrobiota
OTU_31112,Bacillota
OTU_31113,Spirochaetota
OTU_31119,Spirochaetota
OTU_31121,Spirochaetota
OTU_31122,Bacteroidota
OTU_31123,Elusimicrobiota
OTU_31126,Bacillota
OTU_31128,Bacteroidota
OTU_31129,Bacteroidota
OTU_31132,Spirochaetota
OTU_31133,Pseudomonadota
OTU_31135,Bacillota
OTU_31136,Spirochaetota
OTU_31140,Bacteroidota
OTU_31144,Spirochaetota
OTU_31145,Spirochaetota
OTU_31146,Elusimicrobiota
OTU_31150,Bacteroidota
OTU_31151,Bacteroidota
OTU_31152,Spirochaetota
OTU_31153,Spirochaetota
OTU_31155,Bacillota
OTU_31157,Spirochaetota
OTU_31159,Spirochaetota
OTU_31160,Spirochaetota
OTU_31161,Spirochaetota
OTU_31162,Spirochaetota
OTU_31163,Spirochaetota
OTU_31164,Spirochaetota
OTU_31165,Elusimicrobiota
OTU_31166,Bacteroidota
OTU_31167,Bacillota
OTU_31168,Bacteroidota
OTU_31169,Bacillota
OTU_31170,Elusimicrobiota
OTU_31172,Spirochaetota
OTU_31173,Spirochaetota
OTU_31175,Spirochaetota
OTU_31176,Spirochaetota
OTU_31177,Spirochaetota
OTU_31178,Pseudomonadota
OTU_31180,Spirochaetota
OTU_31185,Bacteroidota
OTU_31186,Bacillota
OTU_31187,Spirochaetota
OTU_31189,Bacteroidota
OTU_31190,Elusimicrobiota
OTU_31192,Spirochaetota
OTU_31195,Spirochaetota
OTU_31196,Bacillota
OTU_31200,Bacteroidota
OTU_31201,Elusimicrobiota
OTU_31202,Bacteroidota
OTU_31203,Bacteroidota
OTU_31204,Spirochaetota
OTU_31205,Spirochaetota
OTU_31206,Spirochaetota
OTU_31207,Bacillota
OTU_31208,Bacillota
OTU_31210,Spirochaetota
OTU_31211,Bacillota
OTU_31212,Elusimicrobiota
OTU_31213,Spirochaetota
OTU_31215,Spirochaetota
OTU_31216,Elusimicrobiota
OTU_31217,Bacillota
OTU_31218,Bacillota
OTU_31219,Pseudomonadota
OTU_31224,Spirochaetota
OTU_31225,Spirochaetota
OTU_31226,Spirochaetota
OTU_31227,Elusimicrobiota
OTU_31228,Spirochaetota
OTU_31230,Bacteroidota
OTU_31231,Spirochaetota
OTU_31232,Elusimicrobiota
OTU_31235,Bacillota
OTU_31239,Elusimicrobiota
OTU_31240,Spirochaetota
OTU_31241,Bacillota
OTU_31242,Bacillota
OTU_31243,Spirochaetota
OTU_31246,Spirochaetota
OTU_31247,Bacillota
OTU_31248,Elusimicrobiota
OTU_31250,Bacillota
OTU_31251,Bacillota
OTU_31252,Elusimicrobiota
OTU_31253,Bacteroidota
OTU_31255,Bacillota
OTU_31257,Bacteroidota
OTU_31259,Bacillota
OTU_31260,Spirochaetota
OTU_31261,Spirochaetota
OTU_31262,Bacillota
OTU_31264,Spirochaetota
OTU_31268,Bacillota
OTU_31269,Bacteroidota
OTU_31270,Bacteroidota
OTU_31271,Bacillota
OTU_31272,Elusimicrobiota
OTU_31273,Spirochaetota
OTU_31274,Bacillota
OTU_31275,Spirochaetota
OTU_31276,Bacteroidota
OTU_31277,Spirochaetota
OTU_31280,Bacillota
OTU_31282,Elusimicrobiota
OTU_31284,Spirochaetota
OTU_31285,Bacteroidota
OTU_31287,Bacillota
OTU_31288,Bacillota
OTU_31289,Bacillota
OTU_31290,Bacillota
OTU_31292,Bacteroidota
OTU_31293,Bacillota
OTU_31294,Spirochaetota
OTU_31295,Spirochaetota
OTU_31296,Bacillota
OTU_31297,Bacillota
OTU_31298,Bacteroidota
OTU_31301,Bacillota
OTU_31304,Bacteroidota
OTU_31305,Spirochaetota
OTU_31306,Bacillota
OTU_31307,Bacillota
OTU_31309,Spirochaetota
OTU_31310,Spirochaetota
OTU_31311,Spirochaetota
OTU_31313,Spirochaetota
OTU_31315,Bacillota
OTU_31317,Bacillota
OTU_31318,Bacillota
OTU_31320,Spirochaetota
OTU_31321,Spirochaetota
OTU_31322,Spirochaetota
OTU_31323,Synergistota
OTU_31325,Spirochaetota
OTU_31326,Spirochaetota
OTU_31327,Elusimicrobiota
OTU_31328,Bacteroidota
OTU_31329,Spirochaetota
OTU_31331,Actinomycetota
OTU_31332,Elusimicrobiota
OTU_31333,Spirochaetota
OTU_31334,Spirochaetota
OTU_31335,Spirochaetota
OTU_31337,Elusimicrobiota
OTU_31338,Spirochaetota
OTU_31339,Synergistota
OTU_31340,Spirochaetota
OTU_31341,Bacillota
OTU_31342,Spirochaetota
OTU_31343,Elusimicrobiota
OTU_31344,Bacillota
OTU_31345,Elusimicrobiota
OTU_31347,Elusimicrobiota
OTU_31348,Spirochaetota
OTU_31349,Spirochaetota
OTU_31350,Spirochaetota
OTU_31351,Spirochaetota
OTU_31353,Spirochaetota
OTU_31354,Bacillota
OTU_31355,Spirochaetota
OTU_31356,Spirochaetota
OTU_31357,Spirochaetota
OTU_31358,Spirochaetota
OTU_31360,Spirochaetota
OTU_31361,Bacillota
OTU_31362,Bacteroidota
OTU_31363,Bacillota
OTU_31364,Bacillota
OTU_31366,Bacteroidota
OTU_31368,Bacteroidota
OTU_31371,Bacteroidota
OTU_31373,Bacillota
OTU_31374,Spirochaetota
OTU_31376,Bacteroidota
OTU_31377,Spirochaetota
OTU_31378,Bacteroidota
OTU_31380,Spirochaetota
OTU_31381,Bacteroidota
OTU_31382,Elusimicrobiota
OTU_31383,Bacillota
OTU_31384,Bacteroidota
OTU_31385,Elusimicrobiota
OTU_31387,Spirochaetota
OTU_31388,Pseudomonadota
OTU_31389,Bacillota
OTU_31390,Bacillota
OTU_31392,Elusimicrobiota
OTU_31394,Elusimicrobiota
OTU_31395,Bacteroidota
OTU_31396,Bacteroidota
OTU_31398,Spirochaetota
OTU_31399,Spirochaetota
OTU_31400,Actinomycetota
OTU_31403,Bacillota
OTU_31404,Elusimicrobiota
OTU_31407,Elusimicrobiota
OTU_31408,Elusimicrobiota
OTU_31409,Spirochaetota
OTU_31410,Spirochaetota
OTU_31411,Bacillota
OTU_31415,Bacteroidota
OTU_31417,Spirochaetota
OTU_31419,Spirochaetota
OTU_31420,Spirochaetota
OTU_31422,Synergistota
OTU_31426,Spirochaetota
OTU_31427,Spirochaetota
OTU_31428,Pseudomonadota
OTU_31429,Bacillota
OTU_31430,Bacteroidota
OTU_31431,Bacteroidota
OTU_31434,Spirochaetota
OTU_31435,Synergistota
OTU_31438,Bacillota
OTU_31439,Spirochaetota
OTU_31440,Bacillota
OTU_31441,Spirochaetota
OTU_31442,Spirochaetota
OTU_31443,Bacteroidota
OTU_31444,Bacteroidota
OTU_31445,Bacteroidota
OTU_31446,Spirochaetota
OTU_31447,Elusimicrobiota
OTU_31450,Bacillota
OTU_31451,Bacteroidota
OTU_31452,Spirochaetota
OTU_31453,Spirochaetota
OTU_31454,Elusimicrobiota
OTU_31457,Bacteroidota
OTU_31458,Spirochaetota
OTU_31461,Spirochaetota
OTU_31463,Spirochaetota
OTU_31464,Bacillota
OTU_31465,Spirochaetota
OTU_31466,Spirochaetota
OTU_31467,Bacteroidota
OTU_31468,Elusimicrobiota
OTU_31469,Bacillota
OTU_31470,Bacillota
OTU_31471,Spirochaetota
OTU_31472,Bacteroidota
OTU_31473,Bacillota
OTU_31475,Spirochaetota
OTU_31476,Spirochaetota
OTU_31477,Elusimicrobiota
OTU_31478,Spirochaetota
OTU_31481,Bacillota
OTU_31482,Spirochaetota
OTU_31483,Synergistota
OTU_31485,Synergistota
OTU_31487,Bacillota
OTU_31488,Bacillota
OTU_31489,Bacillota
OTU_31491,Elusimicrobiota
OTU_31492,Bacillota
OTU_31493,Elusimicrobiota
OTU_31496,Bacteroidota
OTU_31497,Spirochaetota
OTU_31498,Spirochaetota
OTU_31499,Spirochaetota
OTU_31501,Pseudomonadota
OTU_31502,Spirochaetota
OTU_31507,Pseudomonadota
OTU_31509,Bacillota
OTU_31510,Candidatus
OTU_31512,Bacillota
OTU_31513,Spirochaetota
OTU_31514,Actinomycetota
OTU_31515,Spirochaetota
OTU_31517,Bacillota
OTU_31518,Spirochaetota
OTU_31519,Pseudomonadota
OTU_31521,Actinomycetota
OTU_31524,Elusimicrobiota
OTU_31525,Elusimicrobiota
OTU_31526,Bacillota
OTU_31529,Bacillota
OTU_31531,Bacillota
OTU_31532,Spirochaetota
OTU_31533,Spirochaetota
OTU_31534,Elusimicrobiota
OTU_31536,Elusimicrobiota
OTU_31537,Bacteroidota
OTU_31538,Spirochaetota
OTU_31539,Bacillota
OTU_31541,Spirochaetota
OTU_31543,Elusimicrobiota
OTU_31544,Spirochaetota
OTU_31545,Spirochaetota
OTU_31547,Spirochaetota
OTU_31548,Bacteroidota
OTU_31550,Elusimicrobiota
OTU_31554,Elusimicrobiota
OTU_31555,Bacillota
OTU_31556,Elusimicrobiota
OTU_31558,Spirochaetota
OTU_31559,Elusimicrobiota
OTU_31560,Bacteroidota
OTU_31564,Elusimicrobiota
OTU_31569,Elusimicrobiota
OTU_31570,Spirochaetota
OTU_31572,Spirochaetota
OTU_31576,Bacteroidota
OTU_31577,Spirochaetota
OTU_31578,Bacteroidota
OTU_31579,Bacillota
OTU_31581,Spirochaetota
OTU_31583,Bacillota
OTU_31585,Spirochaetota
OTU_31586,Bacteroidota
OTU_31587,Spirochaetota
OTU_31588,Elusimicrobiota
OTU_31589,Bacteroidota
OTU_31592,Spirochaetota
OTU_31593,Spirochaetota
OTU_31594,Spirochaetota
OTU_31596,Elusimicrobiota
OTU_31598,Spirochaetota
OTU_31599,Elusimicrobiota
OTU_31600,Spirochaetota
OTU_31601,Spirochaetota
OTU_31602,Bacteroidota
OTU_31603,Bacillota
OTU_31605,Elusimicrobiota
OTU_31607,Elusimicrobiota
OTU_31609,Spirochaetota
OTU_31610,Spirochaetota
OTU_31613,Spirochaetota
OTU_31614,Bacillota
OTU_31616,Elusimicrobiota
OTU_31617,Spirochaetota
OTU_31618,Bacillota
OTU_31619,Pseudomonadota
OTU_31620,Bacteroidota
OTU_31621,Spirochaetota
OTU_31622,Pseudomonadota
OTU_31624,Pseudomonadota
OTU_31625,Pseudomonadota
OTU_31626,Spirochaetota
OTU_31631,Bacteroidota
OTU_31633,Spirochaetota
OTU_31636,Bacteroidota
OTU_31637,Bacteroidota
OTU_31639,Spirochaetota
OTU_31641,Bacillota
OTU_31642,Spirochaetota
OTU_31643,Elusimicrobiota
OTU_31644,Elusimicrobiota
OTU_31648,Elusimicrobiota
OTU_31649,Bacteroidota
OTU_31650,Bacillota
OTU_31651,Spirochaetota
OTU_31652,Bacteroidota
OTU_31654,Spirochaetota
OTU_31655,Bacteroidota
OTU_31656,Bacteroidota
OTU_31657,Spirochaetota
OTU_31658,Elusimicrobiota
OTU_31659,Elusimicrobiota
OTU_31660,Elusimicrobiota
OTU_31661,Spirochaetota
OTU_31662,Elusimicrobiota
OTU_31663,Spirochaetota
OTU_31665,Pseudomonadota
OTU_31667,Spirochaetota
OTU_31669,Spirochaetota
OTU_31671,Bacillota
OTU_31672,Synergistota
OTU_31673,Elusimicrobiota
OTU_31676,Bacteroidota
OTU_31678,Bacteroidota
OTU_31680,Spirochaetota
OTU_31681,Spirochaetota
OTU_31682,Bacillota
OTU_31683,Bacillota
OTU_31684,Spirochaetota
OTU_31687,Bacillota
OTU_31688,Bacillota
OTU_31689,Bacillota
OTU_31691,Bacteroidota
OTU_31692,Elusimicrobiota
OTU_31693,Spirochaetota
OTU_31694,Spirochaetota
OTU_31696,Spirochaetota
OTU_31699,Pseudomonadota
OTU_31700,Bacteroidota
OTU_31701,Spirochaetota
OTU_31702,Bacillota
OTU_31705,Pseudomonadota
OTU_31706,Bacillota
OTU_31707,Spirochaetota
OTU_31708,Bacillota
OTU_31709,Bacillota
OTU_31710,Bacillota
OTU_31711,Bacillota
OTU_31712,Bacillota
OTU_31714,Elusimicrobiota
OTU_31715,Spirochaetota
OTU_31720,Bacteroidota
OTU_31722,Spirochaetota
OTU_31723,Elusimicrobiota
OTU_31724,Spirochaetota
OTU_31726,Bacteroidota
OTU_31727,Pseudomonadota
OTU_31730,Spirochaetota
OTU_31731,Elusimicrobiota
OTU_31733,Bacteroidota
OTU_31734,Bacillota
OTU_31735,Bacillota
OTU_31738,Elusimicrobiota
OTU_31739,Spirochaetota
OTU_31742,Elusimicrobiota
OTU_31743,Bacillota
OTU_31744,Bacillota
OTU_31747,Elusimicrobiota
OTU_31748,Bacillota
OTU_31749,Spirochaetota
OTU_31750,Bacillota
OTU_31751,Spirochaetota
OTU_31752,Spirochaetota
OTU_31754,Bacillota
OTU_31756,Planctomycetota
OTU_31757,Spirochaetota
OTU_31758,Pseudomonadota
OTU_31759,Elusimicrobiota
OTU_31760,Bacteroidota
OTU_31763,Bacteroidota
OTU_31764,Bacillota
OTU_31765,Elusimicrobiota
OTU_31766,Spirochaetota
OTU_31767,Bacillota
OTU_31768,Spirochaetota
OTU_31769,Bacillota
OTU_31772,Bacillota
OTU_31775,Bacteroidota
OTU_31776,Bacteroidota
OTU_31777,Spirochaetota
OTU_31778,Elusimicrobiota
OTU_31779,Spirochaetota
OTU_31781,Elusimicrobiota
OTU_31782,Pseudomonadota
OTU_31784,Pseudomonadota
OTU_31786,Bacteroidota
OTU_31787,Bacillota
OTU_31788,Bacteroidota
OTU_31789,Spirochaetota
OTU_31791,Elusimicrobiota
OTU_31792,Bacillota
OTU_31793,Bacteroidota
OTU_31794,Candidatus
OTU_31795,Pseudomonadota
OTU_31797,Elusimicrobiota
OTU_31798,Spirochaetota
OTU_31799,Spirochaetota
OTU_31800,Spirochaetota
OTU_31801,Spirochaetota
OTU_31802,Bacillota
OTU_31805,Spirochaetota
OTU_31807,Spirochaetota
OTU_31808,Spirochaetota
OTU_31809,Bacillota
OTU_31811,Elusimicrobiota
OTU_31814,Elusimicrobiota
OTU_31815,Elusimicrobiota
OTU_31818,Bacillota
OTU_31819,Bacillota
OTU_31820,Bacteroidota
OTU_31821,Spirochaetota
OTU_31822,Spirochaetota
OTU_31824,Spirochaetota
OTU_31825,Spirochaetota
OTU_31826,Spirochaetota
OTU_31827,Spirochaetota
OTU_31829,Elusimicrobiota
OTU_31831,Elusimicrobiota
OTU_31832,Spirochaetota
OTU_31834,Bacteroidota
OTU_31841,Bacteroidota
OTU_31842,Spirochaetota
OTU_31843,Spirochaetota
OTU_31844,Bacteroidota
OTU_31845,Spirochaetota
OTU_31846,Spirochaetota
OTU_31848,Bacillota
OTU_31849,Spirochaetota
OTU_31850,Pseudomonadota
OTU_31851,Bacillota
OTU_31852,Bacillota
OTU_31857,Elusimicrobiota
OTU_31858,Bacillota
OTU_31859,Spirochaetota
OTU_31860,Elusimicrobiota
OTU_31863,Elusimicrobiota
OTU_31864,Elusimicrobiota
OTU_31867,Elusimicrobiota
OTU_31871,Pseudomonadota
OTU_31872,Spirochaetota
OTU_31873,Bacillota
OTU_31874,Bacillota
OTU_31876,Spirochaetota
OTU_31877,Spirochaetota
OTU_31879,Elusimicrobiota
OTU_31880,Spirochaetota
OTU_31881,Spirochaetota
OTU_31882,Spirochaetota
OTU_31884,Elusimicrobiota
OTU_31885,Bacillota
OTU_31886,Spirochaetota
OTU_31890,Bacteroidota
OTU_31892,Bacillota
OTU_31894,Elusimicrobiota
OTU_31898,Spirochaetota
OTU_31899,Spirochaetota
OTU_31902,Bacillota
OTU_31903,Spirochaetota
OTU_31907,Bacteroidota
OTU_31908,Spirochaetota
OTU_31910,Bacillota
OTU_31911,Bacteroidota
OTU_31913,Spirochaetota
OTU_31914,Elusimicrobiota
OTU_31915,Elusimicrobiota
OTU_31916,Spirochaetota
OTU_31917,Spirochaetota
OTU_31919,Spirochaetota
OTU_31922,Spirochaetota
OTU_31924,Bacillota
OTU_31925,Bacteroidota
OTU_31926,Bacillota
OTU_31928,Elusimicrobiota
OTU_31929,Bacteroidota
OTU_31930,Bacillota
OTU_31931,Elusimicrobiota
OTU_31936,Elusimicrobiota
OTU_31938,Spirochaetota
OTU_31940,Bacillota
OTU_31941,Bacillota
OTU_31946,Elusimicrobiota
OTU_31947,Spirochaetota
OTU_31948,Candidatus
OTU_31950,Bacillota
OTU_31952,Pseudomonadota
OTU_31953,Spirochaetota
OTU_31954,Elusimicrobiota
OTU_31955,Spirochaetota
OTU_31958,Bacteroidota
OTU_31959,Elusimicrobiota
OTU_31960,Bacteroidota
OTU_31961,Spirochaetota
OTU_31962,Elusimicrobiota
OTU_31964,Bacteroidota
OTU_31965,Elusimicrobiota
OTU_31968,Bacillota
OTU_31969,Elusimicrobiota
OTU_31972,Bacillota
OTU_31973,Bacteroidota
OTU_31974,Elusimicrobiota
OTU_31977,Elusimicrobiota
OTU_31978,Spirochaetota
OTU_31979,Spirochaetota
OTU_31986,Spirochaetota
OTU_31987,Spirochaetota
OTU_31991,Spirochaetota
OTU_31992,Elusimicrobiota
OTU_31994,Bacteroidota
OTU_31995,Bacteroidota
OTU_31997,Bacillota
OTU_31998,Bacillota
OTU_31999,Spirochaetota
OTU_32000,Spirochaetota
OTU_32003,Spirochaetota
OTU_32004,Elusimicrobiota
OTU_32006,Bacillota
OTU_32007,Elusimicrobiota
OTU_32010,Spirochaetota
OTU_32012,Bacteroidota
OTU_32013,Spirochaetota
OTU_32014,Bacillota
OTU_32015,Spirochaetota
OTU_32016,Bacillota
OTU_32017,Bacillota
OTU_32018,Spirochaetota
OTU_32019,Bacteroidota
OTU_32022,Elusimicrobiota
OTU_32027,Spirochaetota
OTU_32028,Bacteroidota
OTU_32029,Spirochaetota
OTU_32030,Elusimicrobiota
OTU_32031,Elusimicrobiota
OTU_32036,Bacteroidota
OTU_32037,Bacillota
OTU_32038,Spirochaetota
OTU_32039,Elusimicrobiota
OTU_32042,Bacillota
OTU_32044,Elusimicrobiota
OTU_32045,Spirochaetota
OTU_32046,Spirochaetota
OTU_32049,Bacteroidota
OTU_32050,Elusimicrobiota
OTU_32051,Spirochaetota
OTU_32053,Elusimicrobiota
OTU_32055,Elusimicrobiota
OTU_32056,Elusimicrobiota
OTU_32057,Spirochaetota
OTU_32058,Elusimicrobiota
OTU_32059,Spirochaetota
OTU_32061,Elusimicrobiota
OTU_32063,Bacillota
OTU_32064,Pseudomonadota
OTU_32066,Elusimicrobiota
OTU_32067,Elusimicrobiota
OTU_32069,Spirochaetota
OTU_32071,Bacteroidota
OTU_32072,Bacteroidota
OTU_32075,Spirochaetota
OTU_32076,Bacteroidota
OTU_32077,Bacillota
OTU_32078,Pseudomonadota
OTU_32079,Spirochaetota
OTU_32080,Synergistota
OTU_32081,Bacillota
OTU_32082,Elusimicrobiota
OTU_32083,Elusimicrobiota
OTU_32084,Bacillota
OTU_32085,Elusimicrobiota
OTU_32088,Bacillota
OTU_32092,Spirochaetota
OTU_32093,Bacillota
OTU_32094,Spirochaetota
OTU_32095,Bacteroidota
OTU_32097,Spirochaetota
OTU_32098,Bacillota
OTU_32103,Bacillota
OTU_32105,Bacteroidota
OTU_32106,Spirochaetota
OTU_32108,Elusimicrobiota
OTU_32109,Elusimicrobiota
OTU_32111,Spirochaetota
OTU_32112,Spirochaetota
OTU_32113,Bacteroidota
OTU_32114,Elusimicrobiota
OTU_32116,Bacillota
OTU_32117,Spirochaetota
OTU_32119,Bacillota
OTU_32121,Spirochaetota
OTU_32122,Bacteroidota
OTU_32123,Elusimicrobiota
OTU_32124,Bacillota
OTU_32126,Bacillota
OTU_32127,Bacillota
OTU_32128,Elusimicrobiota
OTU_32129,Spirochaetota
OTU_32130,Spirochaetota
OTU_32133,Spirochaetota
OTU_32134,Spirochaetota
OTU_32135,Bacteroidota
OTU_32138,Elusimicrobiota
OTU_32140,Elusimicrobiota
OTU_32141,Spirochaetota
OTU_32144,Bacillota
OTU_32145,Spirochaetota
OTU_32146,Spirochaetota
OTU_32148,Spirochaetota
OTU_32149,Elusimicrobiota
OTU_32150,Actinomycetota
OTU_32151,Elusimicrobiota
OTU_32152,Spirochaetota
OTU_32153,Spirochaetota
OTU_32154,Spirochaetota
OTU_32156,Spirochaetota
OTU_32157,Bacillota
OTU_32158,Bacillota
OTU_32159,Spirochaetota
OTU_32160,Spirochaetota
OTU_32161,Spirochaetota
OTU_32162,Bacteroidota
OTU_32163,Bacillota
OTU_32164,Elusimicrobiota
OTU_32165,Bacteroidota
OTU_32166,Spirochaetota
OTU_32167,Elusimicrobiota
OTU_32168,Elusimicrobiota
OTU_32169,Spirochaetota
OTU_32170,Spirochaetota
OTU_32171,Elusimicrobiota
OTU_32172,Bacillota
OTU_32173,Spirochaetota
OTU_32174,Bacillota
OTU_32176,Elusimicrobiota
OTU_32177,Elusimicrobiota
OTU_32178,Bacillota
OTU_32182,Spirochaetota
OTU_32183,Spirochaetota
OTU_32185,Elusimicrobiota
OTU_32187,Bacteroidota
OTU_32189,Bacteroidota
OTU_32190,Spirochaetota
OTU_32191,Spirochaetota
OTU_32192,Spirochaetota
OTU_32194,Bacillota
OTU_32196,Spirochaetota
OTU_32197,Elusimicrobiota
OTU_32201,Spirochaetota
OTU_32202,Bacillota
OTU_32204,Bacillota
OTU_32205,Bacillota
OTU_32206,Bacillota
OTU_32208,Bacillota
OTU_32209,Spirochaetota
OTU_32211,Spirochaetota
OTU_32213,Elusimicrobiota
OTU_32215,Spirochaetota
OTU_32216,Spirochaetota
OTU_32217,Elusimicrobiota
OTU_32218,Spirochaetota
OTU_32221,Bacillota
OTU_32222,Elusimicrobiota
OTU_32224,Bacteroidota
OTU_32225,Bacillota
OTU_32227,Elusimicrobiota
OTU_32228,Bacteroidota
OTU_32229,Synergistota
OTU_32230,Bacteroidota
OTU_32231,Spirochaetota
OTU_32233,Bacillota
OTU_32235,Bacillota
OTU_32236,Bacillota
OTU_32238,Spirochaetota
OTU_32240,Bacteroidota
OTU_32243,Bacteroidota
OTU_32245,Spirochaetota
OTU_32247,Bacillota
OTU_32248,Elusimicrobiota
OTU_32249,Bacillota
OTU_32250,Bacillota
OTU_32251,Bacillota
OTU_32252,Actinomycetota
OTU_32253,Bacteroidota
OTU_32254,Bacteroidota
OTU_32257,Bacteroidota
OTU_32258,Spirochaetota
OTU_32259,Bacillota
OTU_32260,Bacillota
OTU_32263,Spirochaetota
OTU_32266,Spirochaetota
OTU_32267,Elusimicrobiota
OTU_32270,Bacteroidota
OTU_32272,Bacillota
OTU_32274,Elusimicrobiota
OTU_32275,Spirochaetota
OTU_32276,Spirochaetota
OTU_32277,Elusimicrobiota
OTU_32278,Elusimicrobiota
OTU_32279,Spirochaetota
OTU_32281,Bacteroidota
OTU_32282,Bacillota
OTU_32286,Elusimicrobiota
OTU_32287,Spirochaetota
