gene_id	fh1	fh2	hf3	ref1	ref2	ref3
"fgenesh1_pm.2__157"	7	2	3	11	2	3
"fgenesh1_pm.2__17"	12	2	1	5	5	2
"fgenesh1_pm.2__170"	1	0	0	1	1	0
"fgenesh1_pm.2__171"	18	6	6	26	16	10
"fgenesh1_pm.2__200"	0	0	0	0	0	0
"fgenesh1_pm.2__206"	23	2	6	22	6	6
"fgenesh1_pm.2__221"	10	1	0	14	1	3
"fgenesh1_pm.2__226"	3	0	1	1	0	0
"fgenesh1_pm.2__235"	2	0	4	2	1	2
"fgenesh1_pm.2__259"	37	11	15	36	16	10
"fgenesh1_pm.2__263"	4	2	0	8	1	4
"fgenesh1_pm.2__265"	71	22	20	81	28	30
"fgenesh1_pm.2__273"	7	7	8	14	2	2
"fgenesh1_pm.2__285"	21	12	7	28	11	9
"fgenesh1_pm.2__287"	12	2	3	17	1	2
"fgenesh1_pm.2__319"	23	10	17	39	19	7
"fgenesh1_pm.2__32"	26	3	14	25	9	5
"fgenesh1_pm.2__338"	50	8	16	59	14	11
"fgenesh1_pm.2__353"	15	3	4	32	16	5
"fgenesh1_pm.2__372"	0	0	0	3	0	0
"fgenesh1_pm.2__377"	1	0	1	2	0	0
"fgenesh1_pm.2__388"	54	23	18	62	25	12
"fgenesh1_pm.2__389"	25	8	4	34	6	12
"fgenesh1_pm.2__390"	17	15	4	21	4	3
"fgenesh1_pm.2__41"	26	9	5	42	17	12
"fgenesh1_pm.2__418"	1	0	0	8	1	2
"fgenesh1_pm.2__426"	18	4	8	27	10	0
"fgenesh1_pm.2__431"	32	10	8	26	6	8
"fgenesh1_pm.2__436"	10	4	1	49	11	18
"fgenesh1_pm.2__437"	3	0	0	5	1	1
"fgenesh1_pm.2__452"	73	16	28	75	25	28
"fgenesh1_pm.2__460"	10	1	5	5	3	5
"fgenesh1_pm.2__470"	12	3	3	8	5	2
"fgenesh1_pm.2__471"	17	6	10	9	6	5
"fgenesh1_pm.2__473"	2	2	0	2	0	0
"fgenesh1_pm.2__487"	9	1	2	5	3	2
"fgenesh1_pm.2__491"	9	0	5	9	1	0
"fgenesh1_pm.2__494"	12	0	0	5	2	3
"fgenesh1_pm.2__496"	2	0	1	10	2	5
"fgenesh1_pm.2__497"	1	1	1	6	2	2
"fgenesh1_pm.2__498"	3	1	1	3	1	1
"fgenesh1_pm.2__506"	4	1	1	6	3	2
"fgenesh1_pm.2__513"	1	2	4	2	3	5
"fgenesh1_pm.2__516"	3	1	1	4	3	1
"fgenesh1_pm.2__526"	23	5	7	22	13	2
"fgenesh1_pm.2__529"	72	21	19	72	10	21
"fgenesh1_pm.2__54"	10	2	5	11	2	1
"fgenesh1_pm.2__567"	11	2	0	14	3	3
"fgenesh1_pm.2__577"	81	30	24	62	26	34
"fgenesh1_pm.2__585"	13	4	5	9	2	1
"fgenesh1_pm.2__589"	5	2	2	13	2	1
"fgenesh1_pm.2__602"	1	0	0	0	0	0
"fgenesh1_pm.2__615"	50	21	12	47	13	16
"fgenesh1_pm.2__616"	1	0	0	8	1	0
"fgenesh1_pm.2__619"	3	0	2	0	0	0
"fgenesh1_pm.2__62"	16	4	2	32	13	6
"fgenesh1_pm.2__623"	48	16	8	29	15	15
"fgenesh1_pm.2__627"	77	28	19	93	37	20
"fgenesh1_pm.2__63"	31	13	15	53	12	15
"fgenesh1_pm.2__637"	22	8	6	17	12	8
"fgenesh1_pm.2__638"	54	13	20	51	18	14
"fgenesh1_pm.2__644"	25	7	3	14	9	2
"fgenesh1_pm.2__662"	52	15	7	33	9	19
"fgenesh1_pm.2__679"	27	9	9	14	1	7
"fgenesh1_pm.2__683"	14	4	5	29	7	5
"fgenesh1_pm.2__687"	21	7	7	24	7	7
"fgenesh1_pm.2__699"	4	2	3	7	5	6
"fgenesh1_pm.2__708"	1	0	1	0	0	0
"fgenesh1_pm.2__717"	38	5	10	18	6	12
"fgenesh1_pm.2__738"	7	4	4	14	4	4
"fgenesh1_pm.2__75"	0	0	0	0	0	0
"fgenesh1_pm.2__763"	54	15	21	71	26	21
"fgenesh1_pm.2__764"	28	10	15	16	3	9
"fgenesh1_pm.2__782"	42	11	13	64	27	21
"fgenesh1_pm.2__785"	1	0	0	3	0	1
"fgenesh1_pm.2__788"	24	8	2	19	6	7
"fgenesh1_pm.2__789"	92	38	25	69	18	26
"fgenesh1_pm.2__794"	48	16	14	79	21	30
"fgenesh1_pm.2__798"	0	0	1	1	1	1
"fgenesh1_pm.2__804"	1	0	0	1	0	0
"fgenesh1_pm.2__809"	7	2	3	10	3	3
"fgenesh1_pm.2__82"	6	3	2	1	1	1
"fgenesh1_pm.2__824"	3	1	0	8	2	0
"fgenesh1_pm.2__859"	59	18	6	50	14	16
"fgenesh1_pm.2__863"	10	4	4	21	9	5
"fgenesh1_pm.2__875"	6	2	4	6	1	1
"fgenesh1_pm.2__882"	5	0	2	4	0	3
"fgenesh1_pm.2__887"	2	2	1	10	6	2
"fgenesh1_pm.2__896"	83	19	27	54	19	12
"fgenesh1_pm.2__914"	4	1	0	3	1	2
"fgenesh1_pm.2__932"	38	4	8	21	14	12
"fgenesh1_pm.2__935"	2	0	1	2	1	0
"fgenesh1_pm.2__937"	0	0	0	1	0	0
"fgenesh1_pm.2__938"	43	10	7	58	11	14
"fgenesh1_pm.2__942"	23	5	7	19	7	15
"fgenesh1_pm.2__981"	19	5	2	10	9	6
"fgenesh1_pm.2__988"	5	0	0	0	0	1
"fgenesh1_pm.2__989"	12	4	2	24	11	8
"fgenesh1_pm.30__60"	9	1	1	4	3	0
"fgenesh1_pm.30__71"	9	1	1	8	5	5
"fgenesh1_pm.30__77"	5	0	0	1	0	0
"fgenesh1_pm.30__90"	4	1	2	3	3	0
"fgenesh1_pm.31__10"	35	12	6	35	5	10
"fgenesh1_pm.31__111"	5	3	0	4	3	3
"fgenesh1_pm.31__115"	1	1	1	0	0	0
"fgenesh1_pm.31__119"	0	0	1	0	0	0
"fgenesh1_pm.31__65"	3	2	0	6	0	5
"fgenesh1_pm.31__68"	9	2	3	2	4	0
"fgenesh1_pm.31__7"	10	5	2	9	2	1
"fgenesh1_pm.31__72"	0	0	0	0	0	0
"fgenesh1_pm.31__73"	12	2	4	9	3	6
"fgenesh1_pm.31__8"	3	2	1	5	3	2
"fgenesh1_pm.32__31"	0	0	0	0	0	0
"fgenesh1_pm.32__35"	1	0	0	0	0	0
"fgenesh1_pm.32__43"	0	0	2	1	1	0
"fgenesh1_pm.32__49"	1	1	0	1	1	2
"fgenesh1_pm.32__59"	13	1	2	4	0	0
"fgenesh1_pm.32__60"	13	2	3	3	5	2
"fgenesh1_pm.32__61"	2	2	1	0	0	1
"fgenesh1_pm.32__68"	3	0	1	4	2	1
"fgenesh1_pm.32__74"	77	24	27	86	28	30
"fgenesh1_pm.32__75"	80	21	23	61	12	15
"fgenesh1_pm.33__14"	0	0	1	3	0	0
"fgenesh1_pm.33__18"	4	0	3	7	2	5
"fgenesh1_pm.33__19"	1	1	2	1	0	0
"fgenesh1_pm.33__39"	0	0	0	0	0	0
"fgenesh1_pm.33__47"	11	5	8	16	5	0
"fgenesh1_pm.33__49"	6	2	0	0	0	0
"fgenesh1_pm.33__54"	1	0	0	0	0	0
"fgenesh1_pm.33__60"	10	3	4	3	1	0
"fgenesh1_pm.33__62"	2	1	1	1	2	2
"fgenesh1_pm.33__69"	2	1	0	0	0	0
"fgenesh1_pm.33__75"	24	6	7	29	7	4
"fgenesh1_pm.34__13"	0	0	0	0	0	0
"fgenesh1_pm.34__22"	1	0	1	1	0	0
"fgenesh1_pm.34__23"	0	0	0	2	0	0
"fgenesh1_pm.34__3"	10	0	5	8	2	5
"fgenesh1_pm.34__31"	74	25	17	43	17	25
"fgenesh1_pm.34__40"	27	11	10	19	4	6
"fgenesh1_pm.34__43"	40	11	12	59	18	23
"fgenesh1_pm.34__46"	11	3	4	15	6	1
"fgenesh1_pm.34__7"	4	0	1	11	0	2
"fgenesh1_pm.34__8"	1	0	0	0	0	0
"fgenesh1_pm.35__16"	3	3	1	10	2	3
"fgenesh1_pm.35__20"	5	0	2	6	1	1
"fgenesh1_pm.35__23"	2	1	1	1	1	1
"fgenesh1_pm.35__25"	1	0	0	0	0	0
"fgenesh1_pm.35__35"	0	0	0	0	0	0
"fgenesh1_pm.35__36"	0	0	0	0	0	0
"fgenesh1_pm.35__38"	0	0	0	0	0	0
"fgenesh1_pm.35__5"	0	0	0	0	1	0
"fgenesh1_pm.35__57"	7	1	2	13	4	4
"fgenesh1_pm.35__72"	6	0	0	5	0	1
"fgenesh1_pm.36__11"	0	0	1	0	0	0
"fgenesh1_pm.36__30"	46	14	13	48	17	15
"fgenesh1_pm.36__44"	5	8	2	6	8	1
"fgenesh1_pm.36__52"	1	2	1	4	0	2
"fgenesh1_pm.36__58"	1	0	1	0	0	0
"fgenesh1_pm.37__15"	1	2	1	2	2	0
"fgenesh1_pm.37__18"	0	0	0	0	0	0
"fgenesh1_pm.37__22"	2	0	1	1	0	0
"fgenesh1_pm.37__23"	73	26	27	62	19	34
"fgenesh1_pm.37__31"	1	1	1	1	0	0
"fgenesh1_pm.37__32"	25	3	7	8	1	2
"fgenesh1_pm.37__41"	3	1	2	4	2	3
"fgenesh1_pm.37__47"	1	0	1	1	0	0
"fgenesh1_pm.37__51"	1	1	0	1	0	0
"fgenesh1_pm.37__58"	17	1	4	13	5	7
"fgenesh1_pm.37__60"	0	0	0	0	0	0
"fgenesh1_pm.37__63"	0	0	1	0	0	0
"fgenesh1_pm.37__64"	0	0	0	0	0	0
"fgenesh1_pm.37__7"	0	0	0	0	0	0
"fgenesh1_pm.38__14"	1	0	2	4	1	1
"fgenesh1_pm.38__17"	1	1	1	0	0	0
"fgenesh1_pm.38__18"	3	0	0	3	0	1
"fgenesh1_pm.38__20"	0	0	0	3	0	0
"fgenesh1_pm.38__26"	1	0	1	2	1	1
"fgenesh1_pm.38__35"	0	0	0	0	0	0
"fgenesh1_pm.38__58"	1	0	0	1	0	0
"fgenesh1_pm.38__69"	0	0	0	0	0	1
"fgenesh1_pm.38__70"	8	2	1	3	0	0
"fgenesh1_pm.38__75"	35	11	7	44	15	8
"fgenesh1_pm.39__14"	1	0	0	0	1	1
"fgenesh1_pm.39__16"	1	0	1	3	1	0
"fgenesh1_pm.39__46"	9	1	2	12	4	6
"fgenesh1_pm.39__47"	0	0	0	0	0	0
"fgenesh1_pm.39__5"	0	0	0	0	0	0
"fgenesh1_pm.39__53"	3	1	1	11	4	0
"fgenesh1_pm.39__61"	9	2	1	13	3	4
"fgenesh1_pm.39__62"	3	1	2	0	2	0
"fgenesh1_pm.39__7"	0	0	0	0	0	0
"fgenesh1_pm.39__75"	1	0	1	5	1	0
"fgenesh1_pm.3__113"	1	0	0	0	0	0
"fgenesh1_pm.3__150"	93	25	36	10	5	2
"fgenesh1_pm.3__153"	14	4	5	10	2	6
"fgenesh1_pm.3__191"	10	4	5	17	4	2
"fgenesh1_pm.3__198"	2	0	0	2	0	0
"fgenesh1_pm.3__200"	34	6	8	40	17	12
"fgenesh1_pm.3__208"	384	114	117	458	157	189
"fgenesh1_pm.3__222"	3	1	1	3	2	2
"fgenesh1_pm.3__229"	1	2	0	1	0	0
"fgenesh1_pm.3__246"	0	0	0	0	0	0
"fgenesh1_pm.3__259"	9	6	2	6	7	3
"fgenesh1_pm.3__293"	15	4	5	15	2	3
"fgenesh1_pm.3__297"	0	0	0	0	0	0
"fgenesh1_pm.3__298"	8	0	1	5	3	0
"fgenesh1_pm.3__3"	0	0	0	0	0	0
"fgenesh1_pm.3__305"	2	4	1	0	1	1
"fgenesh1_pm.3__327"	12	2	7	23	7	9
"fgenesh1_pm.3__329"	6	2	2	5	4	1
"fgenesh1_pm.3__330"	37	18	12	44	12	12
"fgenesh1_pm.3__334"	20	1	4	12	4	7
"fgenesh1_pm.3__336"	0	0	0	0	0	0
"fgenesh1_pm.3__337"	0	0	0	0	0	0
"fgenesh1_pm.3__338"	0	0	0	0	0	0
"fgenesh1_pm.3__353"	29	8	7	28	7	5
"fgenesh1_pm.3__370"	0	1	0	1	1	0
"fgenesh1_pm.3__374"	4	0	2	5	1	1
"fgenesh1_pm.3__409"	28	14	12	32	6	17
"fgenesh1_pm.3__413"	5	0	0	1	4	3
"fgenesh1_pm.3__421"	6	3	0	11	7	5
"fgenesh1_pm.3__425"	6	1	1	4	2	2
"fgenesh1_pm.3__45"	9	3	3	5	6	0
"fgenesh1_pm.3__455"	3	0	1	4	0	3
"fgenesh1_pm.3__477"	87	34	28	101	24	38
"fgenesh1_pm.3__481"	6	0	1	3	1	1
"fgenesh1_pm.3__488"	96	38	43	96	38	32
"fgenesh1_pm.3__498"	58	18	22	66	32	23
"fgenesh1_pm.3__504"	9	2	2	17	5	8
"fgenesh1_pm.3__507"	15	4	3	13	3	3
"fgenesh1_pm.3__512"	0	2	2	5	3	2
"fgenesh1_pm.3__523"	28	6	19	43	20	9
"fgenesh1_pm.3__537"	0	1	0	0	0	2
"fgenesh1_pm.3__57"	46	18	17	40	13	6
"fgenesh1_pm.3__576"	39	12	11	48	12	13
"fgenesh1_pm.3__583"	2	0	0	4	0	2
"fgenesh1_pm.3__596"	15	3	6	12	4	3
"fgenesh1_pm.3__606"	3	1	1	4	1	2
"fgenesh1_pm.3__63"	20	6	11	25	5	7
"fgenesh1_pm.3__76"	8	4	5	5	3	5
"fgenesh1_pm.3__8"	52	10	10	46	18	13
"fgenesh1_pm.3__87"	3	0	0	1	1	2
"fgenesh1_pm.3__97"	7	2	0	7	2	1
"fgenesh1_pm.40__1"	0	0	0	0	0	0
"fgenesh1_pm.40__10"	1	0	0	1	0	0
"fgenesh1_pm.40__26"	1	1	1	2	1	2
"fgenesh1_pm.40__28"	0	0	0	0	0	0
"fgenesh1_pm.40__29"	0	0	0	0	0	0
"fgenesh1_pm.40__30"	0	0	0	0	0	0
"fgenesh1_pm.41__1"	84	33	25	58	19	19
"fgenesh1_pm.41__12"	4	1	0	5	0	0
"fgenesh1_pm.41__16"	70	28	31	116	48	33
"fgenesh1_pm.41__17"	1	0	0	3	0	0
"fgenesh1_pm.41__18"	18	7	4	21	6	3
"fgenesh1_pm.41__3"	6	0	0	1	0	1
"fgenesh1_pm.41__40"	46	15	21	33	17	16
"fgenesh1_pm.41__41"	17	6	6	23	10	3
"fgenesh1_pm.41__45"	1	0	0	2	3	0
"fgenesh1_pm.41__50"	0	0	0	18	7	1
"fgenesh1_pm.41__64"	4	3	2	8	0	2
"fgenesh1_pm.41__67"	3	2	2	8	1	1
"fgenesh1_pm.41__92"	4	0	3	12	2	2
"fgenesh1_pm.42__10"	9	3	0	9	2	0
"fgenesh1_pm.42__14"	0	0	0	0	0	1
"fgenesh1_pm.42__17"	1	0	2	1	1	0
"fgenesh1_pm.42__18"	5	1	0	1	1	0
"fgenesh1_pm.42__22"	2	0	0	0	0	0
"fgenesh1_pm.42__31"	25	14	11	1	0	1
"fgenesh1_pm.42__32"	32	11	8	2	1	0
"fgenesh1_pm.42__35"	1	0	1	0	0	0
"fgenesh1_pm.42__39"	9	5	4	8	0	1
"fgenesh1_pm.42__40"	3	1	0	4	0	1
"fgenesh1_pm.42__46"	4	1	0	6	2	2
"fgenesh1_pm.42__49"	12	3	1	7	3	3
"fgenesh1_pm.42__52"	17	1	5	14	4	6
"fgenesh1_pm.42__59"	131	37	37	107	29	39
"fgenesh1_pm.42__60"	4	2	2	2	1	1
"fgenesh1_pm.42__66"	0	0	0	1	0	0
"fgenesh1_pm.42__7"	2	1	0	4	0	0
"fgenesh1_pm.42__74"	0	0	1	0	0	1
"fgenesh1_pm.43__42"	0	1	1	1	0	0
"fgenesh1_pm.43__44"	3	0	2	0	0	1
"fgenesh1_pm.43__51"	0	0	1	0	0	0
"fgenesh1_pm.43__52"	2	0	0	5	1	2
"fgenesh1_pm.43__53"	3	0	1	4	1	1
"fgenesh1_pm.43__54"	3	1	1	2	0	1
"fgenesh1_pm.43__69"	2	0	0	1	0	0
"fgenesh1_pm.44__15"	25	5	8	21	4	9
"fgenesh1_pm.44__25"	9	5	2	14	2	4
"fgenesh1_pm.44__43"	6	0	2	16	7	4
"fgenesh1_pm.44__52"	8	2	2	6	4	1
"fgenesh1_pm.44__67"	1	0	2	0	0	0
"fgenesh1_pm.44__68"	3	1	0	5	1	1
"fgenesh1_pm.45__20"	0	1	0	0	0	0
"fgenesh1_pm.45__24"	11	4	5	12	6	8
"fgenesh1_pm.45__34"	0	0	0	1	0	1
"fgenesh1_pm.45__40"	0	0	0	0	0	0
"fgenesh1_pm.45__5"	0	0	2	2	1	0
"fgenesh1_pm.46__1"	17	2	6	20	7	7
"fgenesh1_pm.46__15"	2	1	0	1	0	0
"fgenesh1_pm.46__18"	17	8	11	30	11	7
"fgenesh1_pm.46__29"	3	2	2	4	0	2
"fgenesh1_pm.46__35"	0	2	1	2	0	1
"fgenesh1_pm.46__46"	2	0	0	3	3	0
"fgenesh1_pm.46__5"	3	1	1	5	2	4
"fgenesh1_pm.47__23"	43	11	7	47	7	8
"fgenesh1_pm.47__26"	0	0	0	0	0	0
"fgenesh1_pm.48__28"	15	3	7	10	6	6
"fgenesh1_pm.48__56"	1	0	0	0	1	0
"fgenesh1_pm.48__71"	54	15	20	71	30	26
"fgenesh1_pm.49__1"	0	0	0	0	0	0
"fgenesh1_pm.4__102"	26	5	13	27	2	9
"fgenesh1_pm.4__118"	8	3	7	7	3	3
"fgenesh1_pm.4__12"	4	0	1	9	0	2
"fgenesh1_pm.4__124"	10	8	7	20	5	6
"fgenesh1_pm.4__125"	4	2	2	5	2	4
"fgenesh1_pm.4__128"	7	0	2	9	0	4
"fgenesh1_pm.4__131"	23	3	8	23	11	7
"fgenesh1_pm.4__141"	3	1	1	2	0	3
"fgenesh1_pm.4__146"	0	2	0	4	1	0
"fgenesh1_pm.4__156"	1	0	2	2	1	1
"fgenesh1_pm.4__16"	4	0	1	4	1	0
"fgenesh1_pm.4__171"	2	1	1	5	1	2
"fgenesh1_pm.4__184"	4	2	4	5	6	1
"fgenesh1_pm.4__196"	0	0	0	1	0	0
"fgenesh1_pm.4__211"	1	1	1	2	1	0
"fgenesh1_pm.4__220"	8	3	2	9	5	3
"fgenesh1_pm.4__224"	6	2	1	2	1	3
"fgenesh1_pm.4__243"	25	2	8	26	11	17
"fgenesh1_pm.4__244"	16	8	6	16	5	3
"fgenesh1_pm.4__267"	53	13	14	100	31	45
"fgenesh1_pm.4__27"	15	5	9	14	5	3
"fgenesh1_pm.4__284"	0	2	0	2	0	0
"fgenesh1_pm.4__290"	41	7	13	31	9	10
"fgenesh1_pm.4__291"	3	4	0	4	1	3
"fgenesh1_pm.4__294"	16	6	4	16	5	1
"fgenesh1_pm.4__316"	38	14	12	45	11	16
"fgenesh1_pm.4__324"	576	176	202	227	68	79
"fgenesh1_pm.4__337"	27	4	6	14	5	5
"fgenesh1_pm.4__343"	6	3	5	8	9	5
"fgenesh1_pm.4__383"	5	4	7	10	1	2
"fgenesh1_pm.4__387"	9	1	2	5	3	4
"fgenesh1_pm.4__394"	25	2	3	13	10	6
"fgenesh1_pm.4__406"	7	5	5	4	3	3
"fgenesh1_pm.4__413"	2	2	0	6	1	0
"fgenesh1_pm.4__429"	6	3	3	29	12	9
"fgenesh1_pm.4__435"	137	39	37	105	31	31
"fgenesh1_pm.4__436"	115	41	35	58	24	26
"fgenesh1_pm.4__444"	2	2	0	14	5	4
"fgenesh1_pm.4__454"	5	1	1	3	0	1
"fgenesh1_pm.4__460"	0	0	0	0	0	0
"fgenesh1_pm.4__462"	0	0	0	2	1	0
"fgenesh1_pm.4__477"	4	1	1	0	2	1
"fgenesh1_pm.4__486"	0	0	0	0	0	0
"fgenesh1_pm.4__489"	2	1	0	4	0	0
"fgenesh1_pm.4__520"	0	0	0	2	0	0
"fgenesh1_pm.4__538"	31	6	7	25	13	10
"fgenesh1_pm.4__54"	0	0	0	0	0	0
"fgenesh1_pm.4__541"	5	3	2	4	1	2
"fgenesh1_pm.4__547"	10	1	3	14	6	10
"fgenesh1_pm.4__56"	0	1	0	0	0	0
"fgenesh1_pm.4__6"	32	19	9	40	19	13
"fgenesh1_pm.4__63"	20	6	7	24	5	7
"fgenesh1_pm.4__7"	5	1	1	5	1	1
"fgenesh1_pm.4__84"	0	0	0	1	0	0
"fgenesh1_pm.4__88"	2	1	0	1	1	2
"fgenesh1_pm.4__89"	6	2	2	4	6	0
"fgenesh1_pm.4__92"	0	0	0	1	0	0
"fgenesh1_pm.50__25"	3	0	2	2	0	1
"fgenesh1_pm.50__7"	3	1	0	1	2	1
"fgenesh1_pm.51__14"	587	161	173	839	310	270
"fgenesh1_pm.51__21"	2	0	0	1	0	1
"fgenesh1_pm.51__25"	5	3	4	6	1	2
"fgenesh1_pm.51__28"	12	3	2	4	1	3
"fgenesh1_pm.51__3"	0	1	1	0	0	0
"fgenesh1_pm.51__30"	1	1	0	2	2	2
"fgenesh1_pm.51__36"	9	2	4	6	2	3
"fgenesh1_pm.51__37"	8	2	3	17	3	6
"fgenesh1_pm.52__24"	8	1	2	6	4	2
"fgenesh1_pm.52__35"	5	2	2	6	2	0
"fgenesh1_pm.52__37"	1	0	0	0	1	0
"fgenesh1_pm.52__47"	3	0	1	3	2	0
"fgenesh1_pm.53__1"	0	0	0	0	0	0
"fgenesh1_pm.53__22"	1	2	0	2	3	2
"fgenesh1_pm.53__9"	0	0	0	0	0	0
"fgenesh1_pm.54__10"	22	7	6	18	5	7
"fgenesh1_pm.54__9"	0	0	0	0	0	0
"fgenesh1_pm.55__17"	0	0	0	0	0	0
"fgenesh1_pm.55__18"	1	1	2	2	0	0
"fgenesh1_pm.55__34"	0	0	0	2	1	0
"fgenesh1_pm.55__9"	0	0	1	0	0	0
"fgenesh1_pm.56__6"	13	5	3	8	3	5
"fgenesh1_pm.57__10"	2	2	1	5	1	1
"fgenesh1_pm.57__14"	122	34	35	53	15	18
"fgenesh1_pm.57__3"	1	0	0	0	0	0
"fgenesh1_pm.58__1"	9	3	4	11	4	3
"fgenesh1_pm.58__11"	0	0	0	0	0	0
"fgenesh1_pm.58__12"	0	0	0	1	1	0
"fgenesh1_pm.58__3"	1	0	0	0	0	0
"fgenesh1_pm.5__1"	2	0	0	1	0	2
"fgenesh1_pm.5__11"	2	2	2	6	0	1
"fgenesh1_pm.5__110"	28	12	17	57	18	17
"fgenesh1_pm.5__120"	0	0	0	1	1	2
"fgenesh1_pm.5__125"	8	2	4	8	0	3
"fgenesh1_pm.5__137"	0	0	1	1	0	1
"fgenesh1_pm.5__164"	22	8	5	19	6	13
"fgenesh1_pm.5__20"	0	0	0	0	0	0
"fgenesh1_pm.5__201"	8	0	1	11	0	6
"fgenesh1_pm.5__208"	2	4	1	3	3	1
"fgenesh1_pm.5__212"	14	10	4	14	8	10
"fgenesh1_pm.5__218"	1	0	0	2	1	2
"fgenesh1_pm.5__220"	15	4	9	17	7	7
"fgenesh1_pm.5__222"	8	1	1	4	1	0
"fgenesh1_pm.5__230"	17	7	4	27	7	4
"fgenesh1_pm.5__231"	13	3	6	18	2	1
"fgenesh1_pm.5__25"	5	1	0	5	2	4
"fgenesh1_pm.5__269"	8	6	3	8	5	6
"fgenesh1_pm.5__275"	14	5	6	17	6	5
"fgenesh1_pm.5__277"	8	3	2	10	4	2
"fgenesh1_pm.5__285"	12	4	4	10	3	3
"fgenesh1_pm.5__292"	57	19	14	54	17	19
"fgenesh1_pm.5__313"	7	1	1	5	2	1
"fgenesh1_pm.5__328"	9	3	2	7	5	2
"fgenesh1_pm.5__355"	31	15	11	30	13	13
"fgenesh1_pm.5__365"	18	8	9	13	3	5
"fgenesh1_pm.5__373"	46	9	8	35	15	8
"fgenesh1_pm.5__385"	5	1	4	10	1	3
"fgenesh1_pm.5__386"	19	5	2	13	4	3
"fgenesh1_pm.5__4"	10	7	2	10	4	3
"fgenesh1_pm.5__401"	4	3	1	7	0	3
"fgenesh1_pm.5__410"	52	18	13	52	28	13
"fgenesh1_pm.5__427"	6	1	2	11	2	0
"fgenesh1_pm.5__440"	1	0	0	1	0	0
"fgenesh1_pm.5__448"	1	0	0	3	1	2
"fgenesh1_pm.5__459"	12	0	4	9	6	8
"fgenesh1_pm.5__461"	89	22	29	68	22	17
"fgenesh1_pm.5__469"	0	0	0	0	0	1
"fgenesh1_pm.5__495"	6	2	1	6	0	1
"fgenesh1_pm.5__507"	2	3	1	8	2	1
"fgenesh1_pm.5__511"	0	0	0	5	2	2
"fgenesh1_pm.5__54"	64	15	17	60	19	18
"fgenesh1_pm.5__541"	14	2	5	25	9	4
"fgenesh1_pm.5__549"	36	9	9	39	14	13
"fgenesh1_pm.5__55"	8	1	2	5	1	1
"fgenesh1_pm.5__551"	3	3	4	8	4	4
"fgenesh1_pm.5__561"	105	40	20	151	44	40
"fgenesh1_pm.5__563"	0	0	0	1	0	0
"fgenesh1_pm.5__58"	2	4	0	4	0	0
"fgenesh1_pm.5__584"	0	0	0	4	1	3
"fgenesh1_pm.5__586"	28	9	15	7	3	3
"fgenesh1_pm.5__59"	36	15	4	22	11	9
"fgenesh1_pm.5__592"	10	3	8	17	3	4
"fgenesh1_pm.5__595"	18	1	4	14	6	5
"fgenesh1_pm.5__613"	0	0	0	0	0	0
"fgenesh1_pm.5__614"	0	0	0	0	0	0
"fgenesh1_pm.5__615"	2	1	0	5	2	1
"fgenesh1_pm.5__62"	44	16	18	56	24	12
"fgenesh1_pm.5__620"	0	1	0	0	0	0
"fgenesh1_pm.5__637"	60	22	17	36	6	15
"fgenesh1_pm.5__663"	3	0	0	3	0	0
"fgenesh1_pm.5__671"	24	5	6	33	6	11
"fgenesh1_pm.5__674"	51	17	19	26	12	11
"fgenesh1_pm.5__683"	2	1	1	2	3	0
"fgenesh1_pm.5__69"	13	6	4	16	5	3
"fgenesh1_pm.5__690"	47	18	17	32	12	18
"fgenesh1_pm.5__692"	26	11	15	30	9	10
"fgenesh1_pm.5__702"	6	3	3	3	3	2
"fgenesh1_pm.5__707"	10	8	2	12	3	2
"fgenesh1_pm.60__10"	57	22	23	87	36	30
"fgenesh1_pm.60__14"	3	2	0	8	1	0
"fgenesh1_pm.60__20"	2	0	0	0	1	0
"fgenesh1_pm.60__28"	1	1	0	4	0	0
"fgenesh1_pm.60__36"	2	0	1	1	0	0
"fgenesh1_pm.60__4"	1	0	0	1	1	1
"fgenesh1_pm.60__9"	72	22	10	33	8	5
"fgenesh1_pm.61__32"	1	0	1	0	1	0
"fgenesh1_pm.62__6"	3	1	1	1	0	1
"fgenesh1_pm.63__2"	0	0	0	0	0	0
"fgenesh1_pm.63__3"	0	0	0	0	0	0
"fgenesh1_pm.66__1"	0	0	0	0	0	0
"fgenesh1_pm.67__21"	26	3	5	21	3	6
"fgenesh1_pm.67__26"	1	0	1	1	0	0
"fgenesh1_pm.67__4"	3	2	1	3	2	5
"fgenesh1_pm.67__6"	11	4	2	7	2	4
"fgenesh1_pm.67__8"	3	0	1	1	0	0
"fgenesh1_pm.68__10"	2	1	1	1	0	0
"fgenesh1_pm.68__15"	1	0	0	0	0	0
"fgenesh1_pm.68__16"	3	4	1	5	1	2
"fgenesh1_pm.68__31"	7	2	1	8	4	1
"fgenesh1_pm.68__8"	3	0	1	5	1	0
"fgenesh1_pm.69__13"	1	0	0	0	0	0
"fgenesh1_pm.69__19"	1	1	0	1	0	1
"fgenesh1_pm.69__8"	3	0	0	1	0	3
"fgenesh1_pm.6__109"	3	0	0	2	1	1
"fgenesh1_pm.6__117"	140	41	48	94	31	34
"fgenesh1_pm.6__128"	27	7	18	30	10	6
"fgenesh1_pm.6__161"	0	0	0	1	0	0
"fgenesh1_pm.6__162"	19	7	7	15	10	8
